tooltype;steel;stainless;castiron;aluminum;universal;catnum;invnum;unit;grinded;mfr;holdertype;tipdiamm;tipdiainch;shankdia;pitch;neckdia;tslotdp;toollen;splen;worklen;bladecnt;tiptype;tipsize;material;coating;inserttype;cabinet;qty;issued;avail;minqty;secocab;sandvikcab;kennacab;niagaracab;extcab;sourcetable;subtype
Face Mill;0;0;0;0;1;54TAF193;743.1861.9077;inch;Yes;SECO;HSK-A63;9.525;0.375;14;N/A;N/A;N/A;129.0;46.0;78.0;2;45°;0.03;VHM;Aluminium Titanium Nitride;Type 2;3_C_7;12;3;9;11;N/A;N/A;N/A;N/A;0;tool;Face Mill
Sphere Mill;0;0;0;0;1;73VAJ418;756.5063.5449;mm;Yes;SECO;HSK-A63;1.5;0.0591;29;N/A;N/A;N/A;118.94;24.0;99.55;9;90°;N/A;VHM;Aluminium Titanium Nitride;Type 3;4_F_4;11;3;8;6;2_C_8;N/A;N/A;N/A;25;tool;Sphere Mill
Chamfer Mill;1;1;1;1;0;76FGL750;718.1137.3308;inch;Yes;SECO;HSK-A63;44.45;1.75;12;N/A;N/A;N/A;161.0;151.56;158.0;5;30°;0.12;HSS;Aluminium Titanium Nitride;Type 1;5_D_10;9;0;9;2;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Face Mill;1;0;0;0;0;10JWT893;735.3065.7849;mm;Yes;Niagara Cutter;HSK-A63;1.5;0.0591;23;N/A;N/A;N/A;145.0;24.49;33.0;6;30°;N/A;VHM;Diamond;Type 1;5_A_6;13;4;9;10;N/A;N/A;N/A;4_E_3;29;tool;Face Mill
Drill;1;0;1;0;0;29ZUW452;766.8361.8757;mm;Yes;KENNAMETAL;HSK-A63;4;0.1575;33;N/A;N/A;N/A;114.0;80.0;95.0;8;N/A;3;VHM;Diamond;N/A;4_F_11;4;4;0;2;N/A;N/A;6_A_4;N/A;28;tool;Pilot Drill
T-Slot Mill;1;0;1;0;0;25KPW653;778.9420.8735;inch;No;Niagara Cutter;HSK-A63;3.175;0.125;22;N/A;9;6.2834;126.0;53.31;89.63;2;90°;0.12;VHM;Aluminium Titanium Nitride;N/A;3_B_8;5;3;2;2;N/A;N/A;N/A;N/A;0;tool;T-Slot Mill
Drill;0;0;0;0;1;20GTQ349;784.8525.5306;inch;No;Garant;HSK-A63;6.35;0.25;27;N/A;N/A;N/A;92.0;28.48;64.2;5;90°;0.12;HSS;Aluminium Titanium Nitride;N/A;6_F_2;5;3;2;1;N/A;N/A;N/A;N/A;0;tool;Flat-end Drill
Drill;0;0;0;0;1;41YEG291;760.1314.4987;inch;No;KENNAMETAL;SK-40;19.05;0.75;42;N/A;N/A;N/A;167.23;56.76;126.87;3;90°;0.03;HSS;Diamond;N/A;5_A_15;1;1;0;1;N/A;N/A;N/A;N/A;0;tool;Modular Drill
End Mill;0;0;0;0;1;72WLQ753;701.3633.5400;mm;No;SECO;HSK-A63;20;0.7874;29;N/A;N/A;N/A;73.0;39.0;52.01;6;45°;N/A;HSS;Aluminium Titanium Nitride;N/A;4_A_10;4;2;2;3;6_B_12;N/A;N/A;N/A;12;tool;Roughing End Mill
Chamfer Mill;0;0;0;0;1;52VVM462;769.4199.4929;mm;Yes;Niagara Cutter;SK-40;4.5;0.1772;38;N/A;N/A;N/A;59.0;11.77;54.09;9;45°;3;VHM;Diamond;Type 1;1_E_8;9;1;8;2;N/A;N/A;N/A;3_F_4;10;tool;Double-sided Chamfer Mill
Drill;0;0;0;0;1;10YJP608;717.2580.9652;mm;No;Sandvik;HSK-A63;20;0.7874;27;N/A;N/A;N/A;131.92;27.15;34.0;1;45°;N/A;VHM;Titanium Nitride;Type 2;6_D_3;7;3;4;7;N/A;N/A;N/A;N/A;0;tool;Modular Drill
Thread Tap;0;0;0;0;1;54UUI272;757.8495.6606;mm;No;Sandvik;HSK-A63;4.5;0.1772;41;M6;N/A;N/A;79.02;26.0;59.0;7;90°;0.5;VHM;Aluminium Titanium Nitride;N/A;2_F_4;3;2;1;2;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
T-Slot Mill;0;1;1;0;0;40TPE640;744.5441.6305;mm;No;Sandvik;SK-40;16;0.6299;46;N/A;5;9.1117;74.0;13.0;21.69;3;N/A;N/A;HSS;None;N/A;3_A_10;13;3;10;6;N/A;6_D_9;N/A;N/A;24;tool;Radius T-Slot Mill
Sphere Mill;0;0;0;0;1;23VFN260;765.4087.9788;inch;No;SECO;SK-40;50.8;2;27;N/A;N/A;N/A;82.75;12.0;32.51;6;45°;0.12;VHM;Aluminium Titanium Nitride;N/A;4_F_9;9;2;7;9;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
Thread Tap;0;1;0;1;0;35KMM345;711.6350.9139;inch;Yes;SECO;HSK-A63;31.75;1.25;17;M3;N/A;N/A;190.44;29.0;189.0;5;N/A;N/A;VHM;Titanium Nitride;Type 3;5_A_15;4;1;3;4;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
Thread Tap;0;0;0;0;1;83FAF999;774.9636.9064;inch;Yes;Garant;SK-40;19.05;0.75;29;M6;N/A;N/A;132.0;97.0;103.54;8;45°;N/A;VHM;Diamond;N/A;1_E_1;9;3;6;3;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
End Mill;0;0;0;0;1;98LNC226;717.8711.2596;inch;Yes;Garant;HSK-A63;15.875;0.625;12;N/A;N/A;N/A;90.0;17.0;59.0;4;N/A;N/A;VHM;Aluminium Titanium Nitride;Type 3;1_A_13;7;1;6;5;N/A;N/A;N/A;N/A;0;tool;Variable Helix End Mill
Drill;1;0;0;0;0;17JJJ954;775.8114.5299;inch;No;KENNAMETAL;HSK-A63;50.8;2;50;N/A;N/A;N/A;161.0;13.0;20.0;6;30°;0.12;VHM;Diamond;N/A;3_B_10;7;4;3;5;N/A;N/A;N/A;N/A;0;tool;Modular Drill
End Mill;1;0;0;0;0;32BSN952;727.8940.9893;mm;Yes;Garant;SK-40;4;0.1575;11;N/A;N/A;N/A;78.78;19.0;33.81;6;N/A;0.3;HSS;Aluminium Titanium Nitride;Type 2;6_C_12;13;3;10;5;N/A;N/A;N/A;N/A;0;tool;Ball Nose End Mill
Face Mill;0;1;1;1;0;53LEB963;711.5908.7324;mm;No;SECO;HSK-A63;4;0.1575;40;N/A;N/A;N/A;161.0;13.0;20.0;5;N/A;0.4;HSS;Aluminium Titanium Nitride;Type 2;3_D_13;7;3;4;6;3_B_15;N/A;N/A;N/A;28;tool;Face Mill
Face Mill;0;0;0;0;1;33POW583;703.2458.5546;inch;No;Garant;SK-40;44.45;1.75;20;N/A;N/A;N/A;140.0;13.0;78.0;4;45°;N/A;VHM;Aluminium Titanium Nitride;Type 3;4_B_9;8;1;7;2;N/A;N/A;N/A;N/A;0;tool;High-feed Face Mill
Sphere Mill;0;0;0;0;1;21BHD322;735.2961.5776;inch;Yes;Sandvik;SK-40;6.35;0.25;50;N/A;N/A;N/A;160.0;20.82;58.0;10;45°;0.06;VHM;Titanium Nitride;N/A;1_B_7;11;2;9;7;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
Face Mill;1;0;1;0;0;38DQA741;772.8854.9421;mm;Yes;Garant;HSK-A63;12;0.4724;48;N/A;N/A;N/A;188.0;29.75;81.0;7;N/A;2;HSS;Diamond;Type 3;2_B_5;10;0;10;3;N/A;N/A;N/A;N/A;0;tool;Face Mill
Face Mill;0;0;0;0;1;95VTW920;771.2558.5331;inch;Yes;Niagara Cutter;HSK-A63;15.875;0.625;36;N/A;N/A;N/A;103.0;15.0;52.0;2;30°;N/A;VHM;None;N/A;2_F_8;6;1;5;6;N/A;N/A;N/A;N/A;0;tool;Face Mill
T-Slot Mill;0;0;0;0;1;79RFM584;722.9884.2900;mm;Yes;Niagara Cutter;HSK-A63;16;0.6299;50;N/A;5;10.5931;126.45;34.94;99.0;4;90°;3;VHM;Aluminium Titanium Nitride;Type 2;4_A_12;2;2;0;2;N/A;N/A;N/A;N/A;0;tool;Radius T-Slot Mill
End Mill;0;0;0;0;1;18NIO715;799.4873.1761;mm;No;Sandvik;HSK-A63;16;0.6299;34;N/A;N/A;N/A;76.0;39.0;64.87;9;45°;1;VHM;None;N/A;2_E_10;6;1;5;6;N/A;N/A;N/A;N/A;0;tool;Ball Nose End Mill
Drill;0;0;0;0;1;10CRV338;730.6138.7571;inch;No;Garant;HSK-A63;6.35;0.25;31;N/A;N/A;N/A;73.78;19.0;36.04;9;45°;0.06;VHM;Aluminium Titanium Nitride;Type 3;1_C_6;3;1;2;1;N/A;N/A;N/A;N/A;0;tool;Pilot Drill
T-Slot Mill;0;0;0;0;1;85EAI653;735.3462.5476;inch;Yes;Sandvik;SK-40;38.1;1.5;33;N/A;10;14.0776;83.0;29.0;30.57;8;90°;N/A;HSS;Aluminium Titanium Nitride;Type 2;2_F_3;13;3;10;0;N/A;N/A;N/A;N/A;0;tool;Radius T-Slot Mill
Thread Tap;0;0;0;0;1;58KXB382;727.4067.6197;mm;Yes;Niagara Cutter;SK-40;5;0.1969;39;4-40;N/A;N/A;184.07;19.28;69.0;7;N/A;1;VHM;Diamond;Type 3;6_E_2;7;2;5;0;N/A;N/A;N/A;4_F_9;49;tool;Thru-hole Thread Tap
Sphere Mill;0;0;0;0;1;82RZG177;727.7932.3642;mm;No;Garant;HSK-A63;2;0.0787;23;N/A;N/A;N/A;163.95;25.19;53.53;1;45°;N/A;VHM;Diamond;Type 1;4_C_7;7;1;6;2;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
Chamfer Mill;0;1;0;1;0;50RQD926;753.2852.6668;mm;Yes;KENNAMETAL;HSK-A63;10;0.3937;38;N/A;N/A;N/A;168.0;31.0;127.49;10;N/A;0.4;VHM;None;Type 3;6_F_6;13;5;8;6;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Thread Tap;0;0;0;0;1;60HTL181;771.4933.7188;mm;Yes;SECO;SK-40;4.5;0.1772;41;2-56;N/A;N/A;190.0;71.84;78.0;7;30°;0.3;HSS;None;Type 1;1_E_10;2;2;0;1;N/A;N/A;N/A;N/A;0;tool;Blind Hole Thread Tap
End Mill;0;0;0;0;1;14YXM126;734.4998.9795;inch;No;SECO;HSK-A63;3.175;0.125;10;N/A;N/A;N/A;114.0;24.0;85.0;2;30°;0.12;VHM;Titanium Nitride;Type 1;4_E_13;9;5;4;4;2_B_4;N/A;N/A;N/A;28;tool;Ball Nose End Mill
Thread Tap;1;1;1;1;0;22TRC113;755.1950.9653;inch;No;KENNAMETAL;SK-40;15.875;0.625;31;0-80;N/A;N/A;107.0;33.0;72.07;6;N/A;N/A;VHM;Aluminium Titanium Nitride;Type 1;4_B_11;15;5;10;7;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
Sphere Mill;0;0;0;0;1;87NIO830;759.8821.7910;inch;Yes;Niagara Cutter;SK-40;6.35;0.25;39;N/A;N/A;N/A;169.0;23.0;32.69;5;N/A;N/A;HSS;None;Type 2;3_A_2;12;4;8;1;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
Sphere Mill;1;0;0;1;0;42KSQ510;723.5589.4317;inch;No;Sandvik;SK-40;15.875;0.625;22;N/A;N/A;N/A;76.17;42.0;43.02;3;N/A;0.12;HSS;Aluminium Titanium Nitride;Type 1;6_F_2;5;2;3;3;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
End Mill;0;1;0;0;0;45DQW133;790.7163.4334;mm;Yes;Garant;HSK-A63;2.5;0.0984;42;N/A;N/A;N/A;168.0;33.73;124.4;8;N/A;N/A;HSS;Aluminium Titanium Nitride;Type 3;6_F_15;10;0;10;3;N/A;N/A;N/A;N/A;0;tool;Variable Helix End Mill
Sphere Mill;0;0;0;0;0;35LNK177;762.9539.7419;mm;Yes;KENNAMETAL;HSK-A63;20;0.7874;33;N/A;N/A;N/A;106.0;61.0;80.06;6;45°;3;VHM;Aluminium Titanium Nitride;Type 2;2_D_5;5;4;1;4;N/A;N/A;4_C_8;N/A;15;tool;Sphere Mill
Face Mill;0;0;0;0;1;77DBW715;739.3153.5202;inch;Yes;Garant;HSK-A63;3.175;0.125;24;N/A;N/A;N/A;173.0;31.39;45.0;6;90°;0.06;VHM;None;Type 2;6_E_2;13;4;9;10;N/A;N/A;N/A;N/A;0;tool;Face Mill
Drill;0;0;1;0;0;54BDT206;785.5270.6470;mm;Yes;Niagara Cutter;SK-40;8;0.315;24;N/A;N/A;N/A;143.55;46.0;97.49;3;30°;N/A;VHM;Titanium Nitride;N/A;4_B_4;6;4;2;2;N/A;N/A;N/A;3_C_8;25;tool;Modular Drill
Sphere Mill;1;1;0;1;0;33WMY427;783.3294.3610;inch;Yes;SECO;SK-40;3.175;0.125;16;N/A;N/A;N/A;120.11;59.44;96.28;3;45°;0.12;HSS;Aluminium Titanium Nitride;N/A;3_C_6;11;4;7;3;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
T-Slot Mill;0;1;1;0;0;95RAS372;784.5979.9380;inch;No;Sandvik;HSK-A63;6.35;0.25;42;N/A;17;11.6645;121.81;26.68;69.99;5;30°;0.12;VHM;None;Type 2;6_A_3;13;4;9;10;N/A;4_E_14;N/A;N/A;4;tool;Radius T-Slot Mill
Face Mill;1;1;1;1;0;81UIJ686;790.2140.7546;mm;No;Sandvik;SK-40;3;0.1181;37;N/A;N/A;N/A;162.0;55.0;146.0;9;90°;0.5;HSS;Titanium Nitride;Type 1;1_A_3;5;2;3;5;N/A;N/A;N/A;N/A;0;tool;High-feed Face Mill
End Mill;0;0;0;0;1;27HRQ797;766.6571.4152;inch;No;Niagara Cutter;HSK-A63;25.4;1;46;N/A;N/A;N/A;98.0;30.0;40.0;10;30°;0.12;HSS;Aluminium Titanium Nitride;N/A;6_A_15;5;2;3;5;N/A;N/A;N/A;N/A;0;tool;Roughing End Mill
Drill;0;0;0;0;1;80CKV778;800.9380.5508;inch;Yes;KENNAMETAL;HSK-A63;50.8;2;20;N/A;N/A;N/A;186.0;103.0;161.0;1;30°;0.12;HSS;Aluminium Titanium Nitride;Type 2;4_F_4;2;1;1;2;N/A;N/A;N/A;N/A;0;tool;Flat-end Drill
Drill;0;0;0;0;1;93HSU771;794.7532.3791;mm;No;Niagara Cutter;SK-40;2;0.0787;48;N/A;N/A;N/A;111.0;69.09;87.0;4;90°;N/A;VHM;Aluminium Titanium Nitride;Type 2;2_A_11;5;3;2;5;N/A;N/A;N/A;N/A;0;tool;Pilot Drill
Thread Tap;0;1;1;0;0;24JBM825;710.9445.7466;inch;Yes;Sandvik;SK-40;12.7;0.5;40;M12;N/A;N/A;184.14;16.91;93.0;8;90°;N/A;VHM;None;Type 3;2_A_9;3;3;0;1;N/A;N/A;N/A;N/A;0;tool;Blind Hole Thread Tap
Face Mill;0;0;0;0;1;44NKA647;775.8514.9418;mm;No;SECO;HSK-A63;3;0.1181;13;N/A;N/A;N/A;144.05;26.0;90.0;1;90°;N/A;VHM;Aluminium Titanium Nitride;Type 2;4_A_15;6;1;5;0;N/A;N/A;N/A;N/A;0;tool;Face Mill
Face Mill;0;0;0;0;1;46UZC501;798.6008.1775;inch;Yes;KENNAMETAL;SK-40;38.1;1.5;50;N/A;N/A;N/A;97.99;14.73;35.31;1;45°;N/A;VHM;Diamond;N/A;6_E_4;8;5;3;4;N/A;N/A;2_F_11;N/A;49;tool;High-feed Face Mill
Chamfer Mill;1;1;0;1;0;52PVD131;706.7707.5414;mm;Yes;KENNAMETAL;HSK-A63;5;0.1969;38;N/A;N/A;N/A;62.99;30.0;33.0;2;45°;1;HSS;Titanium Nitride;N/A;4_D_7;11;3;8;6;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
T-Slot Mill;0;0;0;0;1;59MCV324;776.2193.7663;mm;Yes;Sandvik;SK-40;3.5;0.1378;12;N/A;5;11.0324;109.0;54.18;98.97;6;90°;3;HSS;Diamond;Type 1;4_D_8;12;3;9;6;N/A;N/A;N/A;N/A;0;tool;T-Slot Mill
Drill;0;1;0;1;0;56QSP486;777.2095.7659;inch;No;Garant;HSK-A63;38.1;1.5;23;N/A;N/A;N/A;185.0;63.5;172.0;1;30°;N/A;VHM;Titanium Nitride;N/A;1_D_1;8;1;7;3;N/A;N/A;N/A;N/A;0;tool;Modular Drill
Drill;0;0;0;0;1;42FSS204;768.9758.9496;inch;Yes;KENNAMETAL;HSK-A63;6.35;0.25;24;N/A;N/A;N/A;59.14;55.64;57.96;7;45°;0.12;VHM;None;Type 3;5_E_2;1;0;1;0;N/A;N/A;1_E_7;N/A;30;tool;Modular Drill
Face Mill;0;0;0;0;1;66WRJ274;748.5367.7243;inch;Yes;Sandvik;HSK-A63;38.1;1.5;37;N/A;N/A;N/A;51.0;15.0;37.4;6;90°;0.12;HSS;Aluminium Titanium Nitride;N/A;1_B_5;6;2;4;5;N/A;N/A;N/A;N/A;0;tool;High-feed Face Mill
Thread Tap;0;0;0;0;1;27SHX212;735.1997.4127;mm;No;Sandvik;HSK-A63;12;0.4724;31;4-40;N/A;N/A;74.7;17.0;30.78;4;90°;N/A;VHM;None;Type 2;5_F_12;10;3;7;9;N/A;N/A;N/A;N/A;0;tool;Blind Hole Thread Tap
Thread Tap;0;1;0;0;0;46CWF970;766.6385.4032;inch;No;Sandvik;SK-40;31.75;1.25;15;M12;N/A;N/A;62.0;12.0;59.0;1;90°;0.12;HSS;None;Type 1;3_D_4;7;4;3;2;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
Chamfer Mill;0;0;0;0;1;58JXW895;769.6353.6013;inch;Yes;Sandvik;HSK-A63;6.35;0.25;33;N/A;N/A;N/A;182.0;82.0;179.74;5;45°;0.03;HSS;None;N/A;1_D_2;12;2;10;8;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Drill;0;0;0;0;1;12ZUL938;718.9529.9219;inch;Yes;Sandvik;SK-40;12.7;0.5;44;N/A;N/A;N/A;107.0;29.85;59.0;10;90°;0.12;VHM;Aluminium Titanium Nitride;N/A;5_D_10;4;1;3;4;N/A;5_B_4;N/A;N/A;38;tool;Flat-end Drill
Thread Tap;0;0;0;0;1;74JNU690;776.3517.4114;inch;No;Sandvik;SK-40;6.35;0.25;44;M12;N/A;N/A;91.0;42.35;52.58;1;N/A;0.03;HSS;Aluminium Titanium Nitride;Type 1;3_B_1;9;3;6;1;N/A;3_E_6;N/A;N/A;23;tool;Thru-hole Thread Tap
T-Slot Mill;0;0;0;0;0;70QQC663;731.6624.5702;inch;No;SECO;HSK-A63;15.875;0.625;29;N/A;9;11.8425;114.49;16.0;42.64;9;90°;0.03;HSS;Aluminium Titanium Nitride;Type 2;6_D_12;10;1;9;6;6_D_3;N/A;N/A;N/A;25;tool;Radius T-Slot Mill
Chamfer Mill;0;0;0;0;1;19DKL108;728.5157.4972;inch;No;Garant;HSK-A63;31.75;1.25;30;N/A;N/A;N/A;68.84;23.0;31.0;8;N/A;0.03;HSS;Diamond;Type 1;5_A_13;8;1;7;3;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Face Mill;0;0;0;0;1;96ZJL425;727.2123.2186;mm;Yes;Garant;SK-40;3.5;0.1378;27;N/A;N/A;N/A;120.0;36.45;78.0;9;45°;3;VHM;None;N/A;2_C_12;10;0;10;7;N/A;N/A;N/A;N/A;0;tool;Face Mill
Chamfer Mill;0;1;1;1;0;89SBN750;765.7631.7426;inch;Yes;Garant;HSK-A63;19.05;0.75;48;N/A;N/A;N/A;87.51;28.0;76.78;8;30°;0.12;VHM;Diamond;Type 3;4_D_15;10;0;10;2;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Thread Tap;1;0;1;1;0;54CDT284;701.7584.7741;mm;Yes;KENNAMETAL;SK-40;12;0.4724;39;M6;N/A;N/A;101.35;14.29;67.85;3;45°;0.4;VHM;Aluminium Titanium Nitride;N/A;5_C_5;6;1;5;3;N/A;N/A;4_D_2;N/A;25;tool;Thru-hole Thread Tap
Chamfer Mill;1;1;1;1;0;57MLF671;704.3285.6608;inch;Yes;KENNAMETAL;SK-40;3.175;0.125;20;N/A;N/A;N/A;185.68;77.0;115.11;2;30°;N/A;HSS;None;Type 3;4_C_1;7;0;7;1;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
T-Slot Mill;1;0;0;0;0;94BDC117;755.4628.1041;inch;Yes;SECO;HSK-A63;15.875;0.625;22;N/A;12;14.042;100.48;22.22;31.0;5;N/A;N/A;VHM;Aluminium Titanium Nitride;Type 3;3_E_3;4;1;3;1;N/A;N/A;N/A;N/A;0;tool;Radius T-Slot Mill
Face Mill;0;0;0;0;1;48IER436;734.8380.9349;mm;No;KENNAMETAL;HSK-A63;3;0.1181;42;N/A;N/A;N/A;179.03;50.0;88.0;6;90°;N/A;VHM;Titanium Nitride;Type 1;5_D_15;2;0;2;1;N/A;N/A;3_A_11;N/A;23;tool;Face Mill
End Mill;1;1;0;0;0;21NCC125;763.6837.1881;mm;Yes;KENNAMETAL;HSK-A63;2.5;0.0984;37;N/A;N/A;N/A;109.0;43.0;71.0;9;90°;N/A;VHM;Aluminium Titanium Nitride;Type 1;2_A_4;5;1;4;0;N/A;N/A;1_A_12;N/A;37;tool;Ball Nose End Mill
Face Mill;0;0;0;0;1;13GJY110;707.6684.3620;mm;Yes;Sandvik;SK-40;5;0.1969;41;N/A;N/A;N/A;128.16;23.0;53.0;9;30°;N/A;HSS;Diamond;Type 3;2_B_8;9;2;7;7;N/A;3_B_6;N/A;N/A;17;tool;High-feed Face Mill
T-Slot Mill;0;1;1;0;0;80DTD464;739.7309.4651;mm;No;Garant;SK-40;20;0.7874;22;N/A;17;5.2766;196.0;128.0;166.77;8;N/A;N/A;HSS;Diamond;Type 2;6_B_12;6;4;2;2;N/A;N/A;N/A;N/A;0;tool;T-Slot Mill
Sphere Mill;1;0;1;0;0;31EMM194;796.5569.3828;mm;Yes;KENNAMETAL;SK-40;16;0.6299;19;N/A;N/A;N/A;190.18;10.69;27.0;8;30°;N/A;HSS;None;Type 3;3_B_10;4;2;2;2;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
Chamfer Mill;0;0;0;0;1;35QQJ593;798.5855.7132;inch;Yes;SECO;HSK-A63;38.1;1.5;48;N/A;N/A;N/A;100.6;55.0;80.0;10;45°;0.12;VHM;Aluminium Titanium Nitride;N/A;2_D_7;10;0;10;1;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Sphere Mill;0;0;1;1;0;49PRI645;741.7283.7967;inch;Yes;KENNAMETAL;SK-40;9.525;0.375;20;N/A;N/A;N/A;154.89;41.16;52.24;1;N/A;N/A;HSS;Aluminium Titanium Nitride;Type 1;2_F_4;2;2;0;1;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
Face Mill;0;0;0;0;1;28WZX849;724.8341.3051;inch;Yes;Sandvik;SK-40;19.05;0.75;42;N/A;N/A;N/A;164.67;28.38;79.0;4;90°;0.12;VHM;Diamond;N/A;2_B_5;5;1;4;4;N/A;N/A;N/A;N/A;0;tool;High-feed Face Mill
T-Slot Mill;0;0;0;0;0;46UJC964;738.4111.7278;inch;No;SECO;SK-40;15.875;0.625;40;N/A;11;13.2559;119.53;96.0;114.52;10;30°;0.12;HSS;Aluminium Titanium Nitride;Type 3;5_D_11;9;3;6;5;N/A;N/A;N/A;N/A;0;tool;T-Slot Mill
Chamfer Mill;1;1;0;1;0;85BOZ873;743.2971.2652;mm;No;KENNAMETAL;SK-40;2.5;0.0984;22;N/A;N/A;N/A;196.0;85.11;99.0;7;90°;0.3;VHM;Titanium Nitride;Type 3;1_D_15;3;1;2;1;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Face Mill;0;0;0;0;1;79DCI857;713.5661.8269;inch;No;KENNAMETAL;SK-40;44.45;1.75;38;N/A;N/A;N/A;112.78;43.3;77.22;3;90°;0.03;VHM;Aluminium Titanium Nitride;Type 1;3_A_4;3;2;1;3;N/A;N/A;5_F_3;N/A;0;tool;High-feed Face Mill
Thread Tap;1;1;1;1;0;48WZA348;798.7524.5804;mm;Yes;Niagara Cutter;HSK-A63;16;0.6299;33;M12;N/A;N/A;88.0;21.0;66.0;7;45°;2;VHM;Aluminium Titanium Nitride;Type 1;3_C_6;3;3;0;1;N/A;N/A;N/A;5_C_3;15;tool;Thru-hole Thread Tap
Chamfer Mill;0;1;1;0;0;36RUP101;750.2077.7931;inch;Yes;Garant;SK-40;25.4;1;34;N/A;N/A;N/A;96.25;16.0;53.11;8;N/A;0.12;VHM;None;N/A;3_F_2;12;5;7;9;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Thread Tap;0;1;1;1;0;75INK852;764.2416.4954;inch;No;Niagara Cutter;HSK-A63;15.875;0.625;30;M6;N/A;N/A;99.53;25.86;44.05;1;45°;N/A;HSS;None;Type 1;2_F_1;9;1;8;6;N/A;N/A;N/A;N/A;0;tool;Blind Hole Thread Tap
End Mill;1;1;0;1;0;11LXC852;750.7542.4582;mm;Yes;SECO;HSK-A63;1;0.0394;43;N/A;N/A;N/A;162.53;29.0;78.0;9;30°;N/A;VHM;None;N/A;3_D_7;6;0;6;3;5_D_15;N/A;N/A;N/A;49;tool;Ball Nose End Mill
Sphere Mill;0;0;0;1;0;35AUQ431;734.2523.3131;inch;Yes;Garant;HSK-A63;3.175;0.125;34;N/A;N/A;N/A;190.0;13.06;171.0;5;N/A;N/A;VHM;Diamond;N/A;5_F_6;5;2;3;1;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
Drill;0;0;0;0;1;41WNY953;787.3607.6862;inch;No;SECO;HSK-A63;19.05;0.75;44;N/A;N/A;N/A;191.18;21.0;65.0;6;N/A;0.12;HSS;None;N/A;6_E_10;4;1;3;1;2_A_14;N/A;N/A;N/A;28;tool;Modular Drill
Thread Tap;1;1;0;0;0;15XXS383;787.1567.3500;inch;No;Garant;SK-40;9.525;0.375;28;M6;N/A;N/A;96.86;20.37;59.0;2;45°;0.03;HSS;None;Type 2;4_F_1;10;4;6;8;N/A;N/A;N/A;N/A;0;tool;Blind Hole Thread Tap
End Mill;0;0;0;0;1;77FIG302;790.6563.3817;inch;No;Sandvik;SK-40;25.4;1;37;N/A;N/A;N/A;163.57;42.0;64.0;2;30°;0.06;VHM;Titanium Nitride;Type 3;1_A_4;9;3;6;2;N/A;N/A;N/A;N/A;0;tool;Chamfer Ended End Mill
Sphere Mill;0;0;0;0;1;90UIB130;779.9388.3357;mm;Yes;KENNAMETAL;HSK-A63;12;0.4724;15;N/A;N/A;N/A;189.76;26.0;111.0;3;45°;N/A;HSS;None;Type 2;3_F_11;4;4;0;0;N/A;N/A;5_F_6;N/A;36;tool;Sphere Mill
End Mill;0;0;1;0;0;93SID835;761.1436.9294;mm;No;SECO;HSK-A63;6;0.2362;41;N/A;N/A;N/A;131.0;83.0;94.43;3;30°;N/A;HSS;None;Type 2;6_D_5;13;3;10;1;N/A;N/A;N/A;N/A;0;tool;Ball Nose End Mill
Thread Tap;1;1;1;0;0;39XRL645;727.4643.2052;mm;Yes;KENNAMETAL;HSK-A63;4;0.1575;11;M6;N/A;N/A;180.0;26.0;32.02;5;45°;0.3;HSS;Diamond;N/A;1_F_6;14;4;10;6;N/A;N/A;N/A;N/A;0;tool;Blind Hole Thread Tap
Face Mill;0;0;0;0;1;82KHE536;725.8537.4993;mm;Yes;Garant;SK-40;1;0.0394;19;N/A;N/A;N/A;137.0;22.53;39.17;1;30°;N/A;VHM;None;Type 3;5_C_12;4;3;1;3;N/A;N/A;N/A;N/A;0;tool;Face Mill
